SSC_NAME16	IndigenousStatus	persons
Alstonville	Aboriginal	105
Alstonville	Both Aboriginal & Torres Strait Islander	0
Alstonville	Non-indigenous	5627
Alstonville	Torres Strait Islander	7
Alumy Creek	Aboriginal	0
Alumy Creek	Both Aboriginal & Torres Strait Islander	0
Alumy Creek	Non-indigenous	91
Alumy Creek	Torres Strait Islander	0
Amaroo (NSW)	Aboriginal	0
Amaroo (NSW)	Both Aboriginal & Torres Strait Islander	0
Amaroo (NSW)	Non-indigenous	46
Amaroo (NSW)	Torres Strait Islander	0
Ambarvale	Aboriginal	413
Ambarvale	Both Aboriginal & Torres Strait Islander	3
Ambarvale	Non-indigenous	6955
Ambarvale	Torres Strait Islander	3
Amosfield	Aboriginal	0
Amosfield	Both Aboriginal & Torres Strait Islander	0
Amosfield	Non-indigenous	31
Amosfield	Torres Strait Islander	0
Anabranch North	Aboriginal	0
Anabranch North	Both Aboriginal & Torres Strait Islander	0
Anabranch North	Non-indigenous	9
Anabranch North	Torres Strait Islander	0
Anabranch South	Aboriginal	0
Anabranch South	Both Aboriginal & Torres Strait Islander	0
Anabranch South	Non-indigenous	34
Anabranch South	Torres Strait Islander	0
Anambah	Aboriginal	0
Anambah	Both Aboriginal & Torres Strait Islander	0
Anambah	Non-indigenous	30
Anambah	Torres Strait Islander	0
Ando	Aboriginal	3
Ando	Both Aboriginal & Torres Strait Islander	0
Ando	Non-indigenous	69
Ando	Torres Strait Islander	0
Anembo	Aboriginal	0
Anembo	Both Aboriginal & Torres Strait Islander	0
Anembo	Non-indigenous	66
Anembo	Torres Strait Islander	0
Angledale	Aboriginal	0
Angledale	Both Aboriginal & Torres Strait Islander	0
Angledale	Non-indigenous	154
Angledale	Torres Strait Islander	0
Angledool	Aboriginal	3
Angledool	Both Aboriginal & Torres Strait Islander	0
Angledool	Non-indigenous	55
Angledool	Torres Strait Islander	0
Anglers Reach	Aboriginal	4
Anglers Reach	Both Aboriginal & Torres Strait Islander	0
Anglers Reach	Non-indigenous	90
Anglers Reach	Torres Strait Islander	0
Angourie	Aboriginal	3
Angourie	Both Aboriginal & Torres Strait Islander	0
Angourie	Non-indigenous	219
Angourie	Torres Strait Islander	0
Anna Bay	Aboriginal	107
Anna Bay	Both Aboriginal & Torres Strait Islander	3
Anna Bay	Non-indigenous	3732
Anna Bay	Torres Strait Islander	4
Annandale (NSW)	Aboriginal	87
Annandale (NSW)	Both Aboriginal & Torres Strait Islander	0
Annandale (NSW)	Non-indigenous	9360
Annandale (NSW)	Torres Strait Islander	4
Annangrove	Aboriginal	7
Annangrove	Both Aboriginal & Torres Strait Islander	0
Annangrove	Non-indigenous	1390
Annangrove	Torres Strait Islander	0
Appin (NSW)	Aboriginal	94
Appin (NSW)	Both Aboriginal & Torres Strait Islander	5
Appin (NSW)	Non-indigenous	2528
Appin (NSW)	Torres Strait Islander	6
Apple Tree Flat	Aboriginal	0
Apple Tree Flat	Both Aboriginal & Torres Strait Islander	0
Apple Tree Flat	Non-indigenous	41
Apple Tree Flat	Torres Strait Islander	0
Appleby	Aboriginal	3
Appleby	Both Aboriginal & Torres Strait Islander	0
Appleby	Non-indigenous	34
Appleby	Torres Strait Islander	0
Appletree Flat	Aboriginal	3
Appletree Flat	Both Aboriginal & Torres Strait Islander	0
Appletree Flat	Non-indigenous	13
Appletree Flat	Torres Strait Islander	0
Apsley (NSW)	Aboriginal	12
Apsley (NSW)	Both Aboriginal & Torres Strait Islander	0
Apsley (NSW)	Non-indigenous	95
Apsley (NSW)	Torres Strait Islander	0
Arable	Aboriginal	0
Arable	Both Aboriginal & Torres Strait Islander	0
Arable	Non-indigenous	12
Arable	Torres Strait Islander	0
Arakoon	Aboriginal	19
Arakoon	Both Aboriginal & Torres Strait Islander	0
Arakoon	Non-indigenous	401
Arakoon	Torres Strait Islander	0
Araluen (NSW)	Aboriginal	5
Araluen (NSW)	Both Aboriginal & Torres Strait Islander	0
Araluen (NSW)	Non-indigenous	163
Araluen (NSW)	Torres Strait Islander	0
Aratula (NSW)	Aboriginal	0
Aratula (NSW)	Both Aboriginal & Torres Strait Islander	0
Aratula (NSW)	Non-indigenous	9
Aratula (NSW)	Torres Strait Islander	0
Arcadia (NSW)	Aboriginal	12
Arcadia (NSW)	Both Aboriginal & Torres Strait Islander	0
Arcadia (NSW)	Non-indigenous	1373
Arcadia (NSW)	Torres Strait Islander	0
Arcadia Vale	Aboriginal	59
Arcadia Vale	Both Aboriginal & Torres Strait Islander	4
Arcadia Vale	Non-indigenous	1315
Arcadia Vale	Torres Strait Islander	0
Ardglen	Aboriginal	0
Ardglen	Both Aboriginal & Torres Strait Islander	0
Ardglen	Non-indigenous	59
Ardglen	Torres Strait Islander	0
Arding	Aboriginal	7
Arding	Both Aboriginal & Torres Strait Islander	0
Arding	Non-indigenous	201
Arding	Torres Strait Islander	0
Ardlethan	Aboriginal	9
Ardlethan	Both Aboriginal & Torres Strait Islander	0
Ardlethan	Non-indigenous	510
Ardlethan	Torres Strait Islander	0
Argalong	Aboriginal	0
Argalong	Both Aboriginal & Torres Strait Islander	0
Argalong	Non-indigenous	29
Argalong	Torres Strait Islander	0
Argenton	Aboriginal	90
Argenton	Both Aboriginal & Torres Strait Islander	3
Argenton	Non-indigenous	1258
Argenton	Torres Strait Islander	0
Argents Hill	Aboriginal	13
Argents Hill	Both Aboriginal & Torres Strait Islander	0
Argents Hill	Non-indigenous	208
Argents Hill	Torres Strait Islander	0
Argoon (NSW)	Aboriginal	0
Argoon (NSW)	Both Aboriginal & Torres Strait Islander	0
Argoon (NSW)	Non-indigenous	13
Argoon (NSW)	Torres Strait Islander	0
Ariah Park	Aboriginal	5
Ariah Park	Both Aboriginal & Torres Strait Islander	0
Ariah Park	Non-indigenous	488
Ariah Park	Torres Strait Islander	0
Arkell	Aboriginal	0
Arkell	Both Aboriginal & Torres Strait Islander	0
Arkell	Non-indigenous	43
Arkell	Torres Strait Islander	0
Arkstone	Aboriginal	5
Arkstone	Both Aboriginal & Torres Strait Islander	0
Arkstone	Non-indigenous	17
Arkstone	Torres Strait Islander	0
Armatree	Aboriginal	4
Armatree	Both Aboriginal & Torres Strait Islander	0
Armatree	Non-indigenous	149
Armatree	Torres Strait Islander	0
Armidale	Aboriginal	1641
Armidale	Both Aboriginal & Torres Strait Islander	20
Armidale	Non-indigenous	21661
Armidale	Torres Strait Islander	30
Arncliffe	Aboriginal	81
Arncliffe	Both Aboriginal & Torres Strait Islander	0
Arncliffe	Non-indigenous	10506
Arncliffe	Torres Strait Islander	3
Arndell Park	Aboriginal	0
Arndell Park	Both Aboriginal & Torres Strait Islander	0
Arndell Park	Non-indigenous	27
Arndell Park	Torres Strait Islander	0
Arrawarra	Aboriginal	20
Arrawarra	Both Aboriginal & Torres Strait Islander	0
Arrawarra	Non-indigenous	503
Arrawarra	Torres Strait Islander	0
Arrawarra Headland	Aboriginal	14
Arrawarra Headland	Both Aboriginal & Torres Strait Islander	0
Arrawarra Headland	Non-indigenous	543
Arrawarra Headland	Torres Strait Islander	0
Artarmon	Aboriginal	19
Artarmon	Both Aboriginal & Torres Strait Islander	0
Artarmon	Non-indigenous	9504
Artarmon	Torres Strait Islander	0
Arthurville	Aboriginal	0
Arthurville	Both Aboriginal & Torres Strait Islander	0
Arthurville	Non-indigenous	36
Arthurville	Torres Strait Islander	0
Arumpo	Aboriginal	0
Arumpo	Both Aboriginal & Torres Strait Islander	0
Arumpo	Non-indigenous	34
Arumpo	Torres Strait Islander	0
Ashbury	Aboriginal	30
Ashbury	Both Aboriginal & Torres Strait Islander	0
Ashbury	Non-indigenous	3299
Ashbury	Torres Strait Islander	0
Ashby (NSW)	Aboriginal	9
Ashby (NSW)	Both Aboriginal & Torres Strait Islander	0
Ashby (NSW)	Non-indigenous	317
Ashby (NSW)	Torres Strait Islander	0
Ashby Heights	Aboriginal	3
Ashby Heights	Both Aboriginal & Torres Strait Islander	0
Ashby Heights	Non-indigenous	229
Ashby Heights	Torres Strait Islander	0
Ashby Island	Aboriginal	0
Ashby Island	Both Aboriginal & Torres Strait Islander	0
Ashby Island	Non-indigenous	16
Ashby Island	Torres Strait Islander	0
Ashcroft	Aboriginal	154
Ashcroft	Both Aboriginal & Torres Strait Islander	6
Ashcroft	Non-indigenous	3420
Ashcroft	Torres Strait Islander	5
Ashfield (NSW)	Aboriginal	130
Ashfield (NSW)	Both Aboriginal & Torres Strait Islander	9
Ashfield (NSW)	Non-indigenous	23686
Ashfield (NSW)	Torres Strait Islander	16
Ashford (NSW)	Aboriginal	107
Ashford (NSW)	Both Aboriginal & Torres Strait Islander	0
Ashford (NSW)	Non-indigenous	542
Ashford (NSW)	Torres Strait Islander	3
Ashley	Aboriginal	34
Ashley	Both Aboriginal & Torres Strait Islander	0
Ashley	Non-indigenous	331
Ashley	Torres Strait Islander	0
Ashmont	Aboriginal	676
Ashmont	Both Aboriginal & Torres Strait Islander	9
Ashmont	Non-indigenous	3133
Ashmont	Torres Strait Islander	10
Ashtonfield	Aboriginal	135
Ashtonfield	Both Aboriginal & Torres Strait Islander	5
Ashtonfield	Non-indigenous	4501
Ashtonfield	Torres Strait Islander	4
Asquith	Aboriginal	16
Asquith	Both Aboriginal & Torres Strait Islander	0
Asquith	Non-indigenous	3360
Asquith	Torres Strait Islander	0
Atholwood	Aboriginal	3
Atholwood	Both Aboriginal & Torres Strait Islander	0
Atholwood	Non-indigenous	76
Atholwood	Torres Strait Islander	0
Attunga	Aboriginal	43
Attunga	Both Aboriginal & Torres Strait Islander	0
Attunga	Non-indigenous	528
Attunga	Torres Strait Islander	0
Auburn (NSW)	Aboriginal	61
Auburn (NSW)	Both Aboriginal & Torres Strait Islander	0
Auburn (NSW)	Non-indigenous	37297
Auburn (NSW)	Torres Strait Islander	8
Auburn Vale	Aboriginal	0
Auburn Vale	Both Aboriginal & Torres Strait Islander	0
Auburn Vale	Non-indigenous	123
Auburn Vale	Torres Strait Islander	0
Austinmer	Aboriginal	27
Austinmer	Both Aboriginal & Torres Strait Islander	0
Austinmer	Non-indigenous	2533
Austinmer	Torres Strait Islander	0
Austral	Aboriginal	44
Austral	Both Aboriginal & Torres Strait Islander	0
Austral	Non-indigenous	2980
Austral	Torres Strait Islander	0
Austral Eden	Aboriginal	0
Austral Eden	Both Aboriginal & Torres Strait Islander	0
Austral Eden	Non-indigenous	148
Austral Eden	Torres Strait Islander	0
Avalon Beach	Aboriginal	57
Avalon Beach	Both Aboriginal & Torres Strait Islander	0
Avalon Beach	Non-indigenous	9848
Avalon Beach	Torres Strait Islander	0
Avisford	Aboriginal	3
Avisford	Both Aboriginal & Torres Strait Islander	0
Avisford	Non-indigenous	23
Avisford	Torres Strait Islander	0
Avoca (NSW)	Aboriginal	3
Avoca (NSW)	Both Aboriginal & Torres Strait Islander	0
Avoca (NSW)	Non-indigenous	196
Avoca (NSW)	Torres Strait Islander	0
Avoca Beach	Aboriginal	77
Avoca Beach	Both Aboriginal & Torres Strait Islander	3
Avoca Beach	Non-indigenous	4501
Avoca Beach	Torres Strait Islander	3
Avon (NSW)	Aboriginal	0
Avon (NSW)	Both Aboriginal & Torres Strait Islander	0
Avon (NSW)	Non-indigenous	0
Avon (NSW)	Torres Strait Islander	0
Avondale (NSW)	Aboriginal	39
Avondale (NSW)	Both Aboriginal & Torres Strait Islander	3
Avondale (NSW)	Non-indigenous	1611
Avondale (NSW)	Torres Strait Islander	0
Avonside	Aboriginal	3
Avonside	Both Aboriginal & Torres Strait Islander	0
Avonside	Non-indigenous	115
Avonside	Torres Strait Islander	0
Awaba	Aboriginal	22
Awaba	Both Aboriginal & Torres Strait Islander	3
Awaba	Non-indigenous	377
Awaba	Torres Strait Islander	0
Aylmerton	Aboriginal	16
Aylmerton	Both Aboriginal & Torres Strait Islander	0
Aylmerton	Non-indigenous	178
Aylmerton	Torres Strait Islander	0
Baan Baa	Aboriginal	11
Baan Baa	Both Aboriginal & Torres Strait Islander	0
Baan Baa	Non-indigenous	152
Baan Baa	Torres Strait Islander	0
Babinda (NSW)	Aboriginal	0
Babinda (NSW)	Both Aboriginal & Torres Strait Islander	0
Babinda (NSW)	Non-indigenous	0
Babinda (NSW)	Torres Strait Islander	0
Babyl Creek	Aboriginal	0
Babyl Creek	Both Aboriginal & Torres Strait Islander	0
Babyl Creek	Non-indigenous	9
Babyl Creek	Torres Strait Islander	0
Back Creek (Bland - NSW)	Aboriginal	7
Back Creek (Bland - NSW)	Both Aboriginal & Torres Strait Islander	0
Back Creek (Bland - NSW)	Non-indigenous	45
Back Creek (Bland - NSW)	Torres Strait Islander	0
Back Creek (Gwydir - NSW)	Aboriginal	0
Back Creek (Gwydir - NSW)	Both Aboriginal & Torres Strait Islander	0
Back Creek (Gwydir - NSW)	Non-indigenous	13
Back Creek (Gwydir - NSW)	Torres Strait Islander	0
Back Creek (Mid-Coast - NSW)	Aboriginal	0
Back Creek (Mid-Coast - NSW)	Both Aboriginal & Torres Strait Islander	0
Back Creek (Mid-Coast - NSW)	Non-indigenous	20
Back Creek (Mid-Coast - NSW)	Torres Strait Islander	0
Back Creek (Queanbeyan-Palerang Regional - NSW)	Aboriginal	0
Back Creek (Queanbeyan-Palerang Regional - NSW)	Both Aboriginal & Torres Strait Islander	0
Back Creek (Queanbeyan-Palerang Regional - NSW)	Non-indigenous	12
Back Creek (Queanbeyan-Palerang Regional - NSW)	Torres Strait Islander	0
Back Creek (Tenterfield - NSW)	Aboriginal	0
Back Creek (Tenterfield - NSW)	Both Aboriginal & Torres Strait Islander	0
Back Creek (Tenterfield - NSW)	Non-indigenous	14
Back Creek (Tenterfield - NSW)	Torres Strait Islander	0
Back Creek (Tweed - NSW)	Aboriginal	0
Back Creek (Tweed - NSW)	Both Aboriginal & Torres Strait Islander	0
Back Creek (Tweed - NSW)	Non-indigenous	14
Back Creek (Tweed - NSW)	Torres Strait Islander	0
Back Forest	Aboriginal	0
Back Forest	Both Aboriginal & Torres Strait Islander	0
Back Forest	Non-indigenous	84
Back Forest	Torres Strait Islander	0
Backmede	Aboriginal	0
Backmede	Both Aboriginal & Torres Strait Islander	0
Backmede	Non-indigenous	150
Backmede	Torres Strait Islander	0
Backwater	Aboriginal	3
Backwater	Both Aboriginal & Torres Strait Islander	0
Backwater	Non-indigenous	11
Backwater	Torres Strait Islander	0
Badgerys Creek	Aboriginal	3
Badgerys Creek	Both Aboriginal & Torres Strait Islander	0
Badgerys Creek	Non-indigenous	222
Badgerys Creek	Torres Strait Islander	0
Badja	Aboriginal	0
Badja	Both Aboriginal & Torres Strait Islander	0
Badja	Non-indigenous	6
Badja	Torres Strait Islander	0
Baerami	Aboriginal	0
Baerami	Both Aboriginal & Torres Strait Islander	0
Baerami	Non-indigenous	70
Baerami	Torres Strait Islander	0
Baerami Creek	Aboriginal	3
Baerami Creek	Both Aboriginal & Torres Strait Islander	0
Baerami Creek	Non-indigenous	47
Baerami Creek	Torres Strait Islander	0
Bagnoo	Aboriginal	0
Bagnoo	Both Aboriginal & Torres Strait Islander	0
Bagnoo	Non-indigenous	39
Bagnoo	Torres Strait Islander	5
Bago	Aboriginal	0
Bago	Both Aboriginal & Torres Strait Islander	0
Bago	Non-indigenous	35
Bago	Torres Strait Islander	0
Bagotville	Aboriginal	6
Bagotville	Both Aboriginal & Torres Strait Islander	0
Bagotville	Non-indigenous	43
Bagotville	Torres Strait Islander	0
Bakers Creek (Mid-Coast - NSW)	Aboriginal	0
Bakers Creek (Mid-Coast - NSW)	Both Aboriginal & Torres Strait Islander	0
Bakers Creek (Mid-Coast - NSW)	Non-indigenous	38
Bakers Creek (Mid-Coast - NSW)	Torres Strait Islander	0
Bakers Creek (Nambucca - NSW)	Aboriginal	0
Bakers Creek (Nambucca - NSW)	Both Aboriginal & Torres Strait Islander	0
Bakers Creek (Nambucca - NSW)	Non-indigenous	14
Bakers Creek (Nambucca - NSW)	Torres Strait Islander	0
Bakers Creek (Uralla - NSW)	Aboriginal	0
Bakers Creek (Uralla - NSW)	Both Aboriginal & Torres Strait Islander	0
Bakers Creek (Uralla - NSW)	Non-indigenous	16
Bakers Creek (Uralla - NSW)	Torres Strait Islander	0
Bakers Swamp	Aboriginal	0
Bakers Swamp	Both Aboriginal & Torres Strait Islander	0
Bakers Swamp	Non-indigenous	53
Bakers Swamp	Torres Strait Islander	0
Balaclava (NSW)	Aboriginal	17
Balaclava (NSW)	Both Aboriginal & Torres Strait Islander	0
Balaclava (NSW)	Non-indigenous	479
Balaclava (NSW)	Torres Strait Islander	0
Balala	Aboriginal	0
Balala	Both Aboriginal & Torres Strait Islander	0
Balala	Non-indigenous	144
Balala	Torres Strait Islander	0
Balcolyn	Aboriginal	43
Balcolyn	Both Aboriginal & Torres Strait Islander	0
Balcolyn	Non-indigenous	921
Balcolyn	Torres Strait Islander	3
Bald Blair	Aboriginal	0
Bald Blair	Both Aboriginal & Torres Strait Islander	0
Bald Blair	Non-indigenous	45
Bald Blair	Torres Strait Islander	0
Bald Hills (NSW)	Aboriginal	5
Bald Hills (NSW)	Both Aboriginal & Torres Strait Islander	0
Bald Hills (NSW)	Non-indigenous	258
Bald Hills (NSW)	Torres Strait Islander	0
Bald Nob	Aboriginal	0
Bald Nob	Both Aboriginal & Torres Strait Islander	0
Bald Nob	Non-indigenous	9
Bald Nob	Torres Strait Islander	0
Bald Ridge	Aboriginal	0
Bald Ridge	Both Aboriginal & Torres Strait Islander	0
Bald Ridge	Non-indigenous	9
Bald Ridge	Torres Strait Islander	0
Baldersleigh	Aboriginal	0
Baldersleigh	Both Aboriginal & Torres Strait Islander	0
Baldersleigh	Non-indigenous	54
Baldersleigh	Torres Strait Islander	0
Baldry	Aboriginal	14
Baldry	Both Aboriginal & Torres Strait Islander	0
Baldry	Non-indigenous	82
Baldry	Torres Strait Islander	0
Balfours Peak	Aboriginal	0
Balfours Peak	Both Aboriginal & Torres Strait Islander	0
Balfours Peak	Non-indigenous	38
Balfours Peak	Torres Strait Islander	0
Balgowlah	Aboriginal	22
Balgowlah	Both Aboriginal & Torres Strait Islander	3
Balgowlah	Non-indigenous	7936
Balgowlah	Torres Strait Islander	0
Balgowlah Heights	Aboriginal	5
Balgowlah Heights	Both Aboriginal & Torres Strait Islander	0
Balgowlah Heights	Non-indigenous	3337
Balgowlah Heights	Torres Strait Islander	0
Balgownie	Aboriginal	95
Balgownie	Both Aboriginal & Torres Strait Islander	0
Balgownie	Non-indigenous	5425
Balgownie	Torres Strait Islander	5
Balickera	Aboriginal	0
Balickera	Both Aboriginal & Torres Strait Islander	0
Balickera	Non-indigenous	27
Balickera	Torres Strait Islander	0
Balladoran	Aboriginal	21
Balladoran	Both Aboriginal & Torres Strait Islander	0
Balladoran	Non-indigenous	87
Balladoran	Torres Strait Islander	0
Ballalaba	Aboriginal	0
Ballalaba	Both Aboriginal & Torres Strait Islander	0
Ballalaba	Non-indigenous	22
Ballalaba	Torres Strait Islander	0
Balldale	Aboriginal	0
Balldale	Both Aboriginal & Torres Strait Islander	0
Balldale	Non-indigenous	156
Balldale	Torres Strait Islander	0
Ballengarra	Aboriginal	3
Ballengarra	Both Aboriginal & Torres Strait Islander	0
Ballengarra	Non-indigenous	91
Ballengarra	Torres Strait Islander	0
Ballimore	Aboriginal	20
Ballimore	Both Aboriginal & Torres Strait Islander	0
Ballimore	Non-indigenous	177
Ballimore	Torres Strait Islander	0
Ballina	Aboriginal	342
Ballina	Both Aboriginal & Torres Strait Islander	9
Ballina	Non-indigenous	8282
Ballina	Torres Strait Islander	22
Ballyroe	Aboriginal	0
Ballyroe	Both Aboriginal & Torres Strait Islander	0
Ballyroe	Non-indigenous	3
Ballyroe	Torres Strait Islander	0
Balmain	Aboriginal	82
Balmain	Both Aboriginal & Torres Strait Islander	0
Balmain	Non-indigenous	10371
Balmain	Torres Strait Islander	0
Balmain East	Aboriginal	11
Balmain East	Both Aboriginal & Torres Strait Islander	0
Balmain East	Non-indigenous	1921
Balmain East	Torres Strait Islander	0
Balmoral (Lake Macquarie - NSW)	Aboriginal	28
Balmoral (Lake Macquarie - NSW)	Both Aboriginal & Torres Strait Islander	0
Balmoral (Lake Macquarie - NSW)	Non-indigenous	695
Balmoral (Lake Macquarie - NSW)	Torres Strait Islander	0
Balmoral (Wingecarribee - NSW)	Aboriginal	9
Balmoral (Wingecarribee - NSW)	Both Aboriginal & Torres Strait Islander	0
Balmoral (Wingecarribee - NSW)	Non-indigenous	417
